,id,url,date_posted,photos,locality,street,property_type,rooms,area_m2,owner_direct,price_total_zl,price_per_m2_zl,description,type
10,3534770,https://adresowo.pl/o/mieszkanie-wroclaw-ul-stanislawa-drabika-3-pokojowe-b3r8v0,ponad miesiąc temu,15.0,Wrocław,ul. Stanisława Drabika,Mieszkanie,3,65,True,780 000,12 000zł / m²,"NA SPRZEDAŻ: Nowoczesne 3-pokojowe mieszkanie z 2 balkonami na Jagodnie! Zapraszam do zapoznania się z ofertą sprzedaży nowego, przestronnego mieszkania o powierzchni 65,43 m, zlokalizowanego w dynamicznie rozwijającej się dzielnicy Wrocławia- Jagodno (Krzyki). To idealna propozycja dla osób ceniących komfort, nowoczesne rozwiązania oraz doskonałą lokalizację. Opis mieszkania: Powierzchnia: 65,43 m, Salon z aneksem kuchennym i jadalnią: 23,55 m, Pokój 1: 12,67 m, Pokój 2: 10,94 m, Łazienka: 4,77 m, WC: 2,16 m, Garderoba: 1,72 m Przedpokój: 8,41 m. 2 duże balkony (4,45 m i 10 m), wyjście z każdego pokoju! Piętro: 1/5 (winda, szeroka klatka schodowa) Standard deweloperski możliwość własnej aranżacji Nowoczesne okna 3-szybowe z izolacją akustyczną. Antywłamaniowe drzwi Gerda klasy RC2. Atuty nieruchomości: Nowoczesne osiedle z szerokimi alejkami i zielenią. Cicha i spokojna okolica, idealna dla rodzin. Doskonała komunikacja szybki dojazd do centrum i AOW Bliskość sklepów, restauracji, szkół i przedszkoli. Tylko 5 km do Aquaparku Wrocław i toru kartingowego i 3 km do centrum handlowego z siłownią. Dodatkowe udogodnienia: miejsce postojowe w garażu podziemnym (35 000 zł), wjazd windą bezpośrednio na poziom -1. Cena: Mieszkanie: 780 000 zł + 2 miejsca postojowe: 70 000 zł (obligatoryjnie). Mieszkanie to idealne rozwiązanie dla rodzin, par lub inwestorów szukających nieruchomości w jednej z najbardziej perspektywicznych lokalizacji Wrocławia. BN Open House, tel: [numer] Bez prowizji. Zapraszam do kontaktu i na prezentację! DODATKOWE INFORMACJE: Typ własności: własność Materiał budowlany: silikat Standard: bardzo dobry Typ podłogi: beton Typ ścian: gładź gipsowa Rodzaj okien: PCV Łącze internetowe: tak Liczba linii telefonicznych: 1 Liczba sypialni: 3 Liczba pokoi: 3 Piętro: 1 Liczba pięter: 5 Rok budowy: 2023 Ogrzewanie: inne Typ balkonu: duży Typ kuchni: aneks Czynsz: 700 Typ łazienki: samodzielna Typ budynku: apartamentowiec Głośność: ciche Klatka schodowa: czysta Typ parkingu: parking podziemny Stan lokalu: do wykończenia Ekspozycja: wschód-zachód Domofon: tak Ostatnie piętro: nie Wysokość: 260 DANE KONTAKTOWE: Open House Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",mieszkania sprzedaż
11,3518616,https://adresowo.pl/o/mieszkanie-wroclaw-ul-michala-baluckiego-4-pokojowe-o3e4z5,ponad miesiąc temu,15.0,Wrocław,ul. Michała Bałuckiego,Mieszkanie,4,82,True,1 190 000,14 466zł / m²,"NOWA CENA! PLAC KOŚCIUSZKI/ BAŁUCKIEGO, na sprzedaż mieszkanie 4-pokojowe w zabytkowej kamienicy, w ścisłym centrum miasta. Idealne na kancelarię notarialną, prawniczą, każdą inną biurową, najem krótko lub długoterminowy. Na parterze 4-pietrowego budynku, z wejściem przez okazałą bramę i od podwórka. Mieszkanie ma powierzchnię 82,26 mkw, składa się z 4 dużych pokoi: 14,35 mkw, 22,37 mkw, 15,58 mkw, 13,88 mkw. Jeden pokój z małym aneksem kuchennym. Łazienka z wc o powierzchni 2,75 mkw. Mieszkanie rozkładowe, dwustronne, do pomieszczeń wchodzi się z przedpokoju 13,33 mkw. Wysokość ponad 3 m, co daje poczucie przestrzeni. Puste, do własnej aranżacji, po generalnym remoncie, na podłogach szary gres i wykładzina dywanowa. Do tej pory mieszkanie używane było jako biuro. Wszystkie okna i drzwi nowe. Do mieszkania przynależy piwnica. Ogrzewanie miejskie. Klatka schodowa czysta i zadbana. Cena [numer] zł. Opłaty miesięczne do Zarządcy ( w tym zaliczki na wodę i ogrzewanie) ok 800 zł + prąd i śmieci. Zapraszam na prezentację. BN Open House, Edyta tel: [numer] Lokal z umową najmu do IX.2025, z możliwością przedłużenia. DODATKOWE INFORMACJE: Typ własności: własność Materiał budowlany: cegła Standard: dobry Typ podłogi: wykładzina Typ ścian: gładź gipsowa Rodzaj okien: PCV Łącze internetowe: tak Liczba linii telefonicznych: 1 Liczba sypialni: 4 Liczba pokoi: 4 Piętro: 0 Liczba pięter: 4 Rok budowy: 1933 Ogrzewanie: miejskie Piwnica: tak Typ balkonu: brak Typ kuchni: otwarta Czynsz: 800 Typ łazienki: z wc Typ budynku: kamienica Głośność: jednostronnie ciche Klatka schodowa: czysta Typ parkingu: przy ulicy Stan lokalu: dobry Ekspozycja: wschód-zachód Domofon: tak Ostatnie piętro: nie Wysokość: 300 DANE KONTAKTOWE: Open House Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",mieszkania sprzedaż
12,3750896,https://adresowo.pl/o/mieszkanie-wroclaw-popowice-ul-legnicka-2-pokojowe-g4n1n5,wczoraj,7.0,Wrocław Popowice,ul. Legnicka,Mieszkanie,2,39,True,635 526,16 200zł / m²,"Zamieszkaj na Popowicach w prestiżowej inwestycji Legnicka Vita od Develii. Bezpośrednio od właściciela. Brak PCC. Mieszkanie 2-pokojowe do wykończenia. Odbiór kluczy: kwiecień 2026. Przedmiotem sprzedaży jest cesja umowy deweloperskiej w systemie 20/80 + odstępne. Szczegóły oferty: - mieszkanie 2-pokojowe o powierzchni 39,23 m² z balkonem w cenie 16 200 zł/m² - salon z aneksem 18,74 m², sypialnia 11,53 m², łazienka 3,99 m², korytarz 4,97 m² i balkon 3,35 m² - budynek L2 - 8 piętro z widokiem na centrum handlowe Magnolia - miejsce parkingowe na niezależnej platformie w hali garażowej - zakończenie budowy w I kwartale 2026 - odbiór kluczy od kwietnia 2026 - doskonałe połączenie do centrum Wrocławia, bliskość przystanków komunikacji miejskiej, a także kolei - stacja Wrocław Mikołajów w odległości 800 m - 3,3 km do Rynku - 5 minut spacerem do Parku Biznesu Business Garden - możliwość wykończenia mieszkania pod klucz z opcją zarządzania najmem długoterminowym - Wizualizacja jest przykładowa. Cena obejmuje: - mieszkanie: 635 526,00 zł - miejsce parkingowe: 31 999,32 zł - odstępne: 60 000 zł - płatność w systemie 20/80 - 20% ceny mieszkania i parkingu płatne przy podpisaniu umowy, a pozostałe 80% płatne do końca marca 2026. Serdecznie zapraszam do kontaktu.",mieszkania sprzedaż
13,3750740,https://adresowo.pl/o/mieszkanie-wroclaw-ul-buforowa-2-pokojowe-k6k8s9,wczoraj,8.0,Wrocław,ul. Buforowa,Mieszkanie,2,44,True,580 000,13 182zł / m²,"Dzień dobry. Posiadam na sprzedaż mieszkanie ok. 44 m2, I piętro w III-piętrowym budynku, na ul. Buforowej 68. Rok budowy: 2018. Mieszkanie urządzone, kuchnia na wymiar, gotowe do zamieszkania. Mieszkanie ciepłe, skierowane na wewnętrzną stronę osiedla (cicho). Niski czynsz: ok. 370 zł. Dostępne od zaraz. Bez hipoteki.",mieszkania sprzedaż
14,3750720,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-pl-powstancow-slaskich-1-pokoj-l9b0y3,wczoraj,8.0,Wrocław Krzyki,pl. Powstańców Śląskich,Mieszkanie,1,32,True,500 000,15 625zł / m²,"Sprzedam kawalerkę z antresolą - 32 m² + 9 m² antresola | Wysoki standard | Świetna lokalizacja - Wrocław Na sprzedaż wyjątkowa, dwupoziomowa kawalerka z antresolą o łącznej powierzchni użytkowej 32 m² + 9 m² antresola, położona w nowoczesnej inwestycji zrealizowanej w 2017 roku. Idealna zarówno do zamieszkania, jak i jako inwestycja pod wynajem z pewnym zwrotem. ======================================== UKŁAD MIESZKANIA: - Pokój z aneksem kuchennym: 27,5 m² - Łazienka: 4,5 m² - Antresola: 9 m² (doskonała jako sypialnia lub przestrzeń biurowa) - Wysokość mieszkania: 3,95 m - daje poczucie przestrzeni i komfortu. ======================================== STANDARD WYKOŃCZENIA: Mieszkanie znajduje się w wyodrębnionej, dwukondygnacyjnej klatce (zaledwie 26 mieszkań) z osobnym wejściem. Budynek wyposażony w: - windę Kone - LED-owe oświetlenie - domofon - wysokiej klasy dźwiękoszczelne drzwi wejściowe - miejsca parkingowe za szlabanem - Dostęp do rowerowni ======================================== WYPOSAŻENIE: Przedpokój: - Drzwi wejściowe dźwiękoszczelne - całkowicie odcinają dźwięki z klatki schodowej. Łazienka: - Pralka - Prysznic - Szafka - Toaleta Pokój dzienny z aneksem: - Kuchnia w zabudowie robiona na zamówienie (płyta indukcyjna, piekarnik, zmywarka, lodówka). - Umeblowanie: kanapa, szafa, szafka RTV, stół, krzesła, TV. - Drewniane schody prowadzące na antresolę. ======================================== LOKALIZACJA: Nieruchomość położona w doskonałym punkcie komunikacyjnym: - Sky Tower - bezpośrednio przed budynkiem (siłownia, restauracje, sauny, sklepy, biura). - Przystanki tramwajowe i autobusowe - tuż przy mieszkaniu. - Rynek - tylko 3 przystanki tramwajowe lub 1,8 km spacerem. - W okolicy liczne sklepy, markety, punkty usługowe. ======================================== IDEALNA NA INWESTYCJĘ: Mieszkanie jest obecnie wynajmowane. Dzięki świetnej lokalizacji i wysokiemu standardowi nieruchomość cieszy się stałym zainteresowaniem najemców - wynajem kolejny raz to zazwyczaj kwestia kilku dni. ======================================== W razie jakichkolwiek pytań dotyczących nieruchomości, proszę o kontakt telefoniczny lub mailowy.",mieszkania sprzedaż
15,3750706,https://adresowo.pl/o/mieszkanie-wroclaw-stablowice-ul-olbrachtowska-4-pokojowe-i3l2c7,wczoraj,1.0,Wrocław Stabłowice,ul. Olbrachtowska,Mieszkanie,4,65,True,845 000,13 000zł / m²,"Dzień dobry, proponuję Państwu zakup mieszkania na Stabłowicach, o powierzchni 65 m2, 4 pokoje w tym 3 sypialnie ( jedna ma dodatkową garderobę), salon z aneksem kuchennym, łazienka oraz osobno toaleta, oraz balkon o pow. ok 5 m2. W 2022r. została wykonana nowa instalacja elektryczna od szafki elektrycznej do salonu i kuchni - wszystkie urządzenia na osobnych bezpiecznikach. Meble kuchenne Ikea, blaty jesionowe - lite drewno, woskowane - wykonane 2022r Szafy w pokojach i na korytarzu - Ikea Pax, w sumie 7 szt (4 kpl.). Mieszkanie jest bardzo ustawne i pojemne. Czynsz przy 4 osobach - ok 1000 pln (z garażem) + prąd. Posiadam również dwa miejsca postojowe w garażu podziemnym - na osobnej księdze wieczystej - cena zakupu 35 tyś pln/kpl. Blok jest dobrze ocieplony i wygłuszony, nie słychać sąsiadów, okolica spokojna. W bloku jest ""wysoki"" parter dlatego mieszkanie jest na 1,5 piętra, szeroka klatka schodowa. Wejście do windy z poziomu chodnika przy budynku - żadnych schodów. Dobra komunikacja miejska, Lidl, Społem, Rossmann, Pepco, apteka, 2x piekarnie, 2x żabka etc. W promieniu 2 km dwie szkoły podstawowe i przedszkole, szpital i SOR, dużo zieleni w okolicy (2 parki i las). Pozdrawiam i zapraszam Paweł",mieszkania sprzedaż
16,3750590,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-walonska-1-pokoj-q6y4e2,wczoraj,20.0,Wrocław Krzyki,ul. Walońska,Mieszkanie,1,43,True,799 000,18 577zł / m²,"ENG BELOW Na sprzedaż apartament o powierzchni 43 m², położony w prestiżowej dzielnicy. Lokal znajduje się w 9-piętrowym budynku z 2016 roku, w zadbanej klatce schodowej i spokojnej okolicy. Apartament jest w pełni gotowy do zamieszkania, nie wymaga dodatkowych nakładów finansowych - można wprowadzić się od razu. Apartament znajduje się w doskonałej lokalizacji: - Rynek - 15 minut pieszo, - Gmach główny Politechniki Wrocławskiej - 5 minut pieszo, - Najbliższy duży węzeł komunikacyjny - 8 minut pieszo, - Galeria Dominikańska - 10 minut pieszo, - Supermarket - 5 minut pieszo. Układ apartamentu jest bardzo funkcjonalny i obejmuje: - jasny, przestronny salon, - przytulną sypialnię, - oddzielną, widną kuchnię, - łazienkę z WC. Dodatkowo do mieszkania możliwość dokupienia: - Miejsce parkingowe w garażu podziemnym tuż przy klatce - 50 000 zł, - Komórka lokatorska ponad 7 m² - 30 000 zł. Komórka lokatorska, jak i miejsce parkingowe, na osobnej księdze wieczystej. Najważniejsze atuty nieruchomości: - sprzedaż bez pośredników - od właściciela, bez prowizji, - szybki dojazd do centrum miasta i głównych tras komunikacyjnych, - spokojne, zielone otoczenie, idealne dla rodzin i osób szukających komfortu, - niskie opłaty eksploatacyjne. Mieszkanie doskonale sprawdzi się zarówno jako lokal dla singla, pary, jak i jako inwestycja pod wynajem - szczególnie dla studentów z uwagi na odległość od uczelni. Zapraszam do kontaktu. Możliwość umówienia się na prezentację w dogodnym terminie. ---------------------------------------------------------------------------------------- I am offering a 43 m² apartment for sale, located in a prestigious neighborhood. The property is located in a 9-story building from 2016, with a well-maintained staircase and a quiet neighborhood. The apartment is fully ready to move in, requires no additional financial outlay - you can move in immediately. The apartment is in an excellent location: - Market Square - 15 minutes on foot, - Main building of the Wrocław University of Technology - 5 minutes on foot, - Nearest major transport hub - 8 minutes on foot, - Galeria Dominikańska shopping center - 10 minutes on foot, - Supermarket - 5 minutes on foot. The layout of the apartment is very functional and includes: - a bright, spacious living room, - a cozy bedroom, - a separate, bright kitchen, - a bathroom with a toilet. Additionally, the following can be purchased with the apartment: - Parking space in the underground garage right next to the staircase - PLN 50,000, - Storage room over 7 m² - PLN 30,000. The storage room and parking space are listed in a separate land and mortgage register. Key advantages of the property: - sale without agents - from the owner, no commission, - quick access to the city center and main transport routes, - quiet, green surroundings, ideal for families and people looking for comfort, - low maintenance fees. The apartment is perfect for a single person, a couple, or as a rental investment - especially for students due to its proximity to the university. Feel free to contact me. It is possible to arrange a viewing at a convenient time.",mieszkania sprzedaż
17,3750514,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-gerberowa-4-pokojowe-w4j9p5,wczoraj,15.0,Wrocław Krzyki,ul. Gerberowa,Mieszkanie,4,105,True,879 900,8 360zł / m²,"Oferuję na sprzedaż przestronne, jasne, dwupoziomowe mieszkanie na drugim piętrze, o powierzchni 105 m², w stanie deweloperskim, z ogromnym potencjałem aranżacyjnym - możliwość wydzielenia nawet 6 niezależnych pokoi i osobnej kuchni. Mieszkanie znajduje się w jednym z najładniejszych budynków na Krzykach, w spokojnej i zielonej okolicy Wojszyc, blisko Partynic. OFERTA PRYWATNA - bez pośredników i prowizji. Mieszkanie dostępne od ręki. Możliwość oglądania w dowolnym terminie. AKTUALNY UKŁAD: Poziom 1: - salon z aneksem kuchennym (39,61 m²) z wyjściem na balkon (3,29 m²), - pokój (11,28 m²) z loggią (3,39 m²), - łazienka (4,03 m²), - przedpokój. Z salonu można wydzielić osobną kuchnię lub przenieść ją do małego pokoju, zyskując możliwość wydzielenia 2 niezależnych pokoi. Poziom 2: - duży taras (18,7 m²), - dwa balkony francuskie, - otwarta przestrzeń do dowolnej aranżacji - możliwość wydzielenia 2- 3 pokoi , łazienki i garderoby. Każde pomieszczenie ma dostęp do tarasu, balkonu, loggii lub balkonu francuskiego - to ogromny atut! DODATKI I UDOGODNIENIA: - Ogrzewanie gazowe z kotłowni wspólnoty mieszkaniowej. - Możliwość dokupienia miejsca postojowego w garażu podziemnym (50 000 zł). - Budynek zadbany, z czystymi klatkami schodowymi, estetyczną zielenią i sprawnym zarządzaniem wspólnoty. - Brak lokali wynajmowanych krótkoterminowo - w budynku mieszkają głównie rodziny. Cisza i spokój. LOKALIZACJA: Wrocław , Krzyki Wojszyce - kameralna okolica z zabudową jednorodzinną i niskimi blokami. Piękny, niezabudowany widok na zieleń - zakończone inwestycje budowlane w okolicy gwarantują brak przyszłej zabudowy przed oknami. W POBLIŻU: - Przystanek autobusowy - 400 m - Żłobek - 130 m - Przedszkole - 750 m - Szkoła podstawowa - 400 m - Sklepy: Żabka, Lidl, Biedronka - Uniwersytecki Szpital Kliniczny - 2,2 km - Aquapark - 3,7 km - Wroclavia - 4,6 km - Dworzec PKP - 5 km (dojazd bezpośredni komunikacją miejską) - Szybki wyjazd na autostradę A4 i obwodnicę AOW. DLA KOGO? Idealna propozycja dla rodziny szukającej przestrzeni z potencjałem, w spokojnej okolicy, ale też świetna inwestycja - układ umożliwia podział mieszkania na niezależne pokoje do wynajmu.",mieszkania sprzedaż
18,3750508,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-litewska-1-pokoj-x9y7v8,wczoraj,8.0,Wrocław Psie Pole,ul. Litewska,Mieszkanie,1,32,True,420 000,13 125zł / m²,"Komfortowa kawalerka we Wrocławiu, Psie Pole , ul. Litewska Podstawowe informacje Powierzchnia użytkowa: 32,19 m² Lokalizacja: ul. Litewska, Psie Pole, Wrocław 4. piętro w 8-piętrowym bloku z 2008 roku Układ: pokój z loggią (~20 m²), kuchnia z dużym oknem (~6 m²), przedpokój, łazienka. Standard i wyposażenie: Mieszkanie przestronne, słoneczne, dobrze doświetlone. Wysoki standard podłogi: deska barlinecka w pokoju; gres / płytki w kuchni, łazience, przedpokoju i loggii. Remont przeprowadzony w 2021 roku – mieszkanie gotowe do zamieszkania; jedynie odświeżenie ścian może być potrzebne, jeśli nowy właściciel zechce zmienić aranżację. W pełni wyposażona kuchnia: lodówka, piekarnik elektryczny z płytą ceramiczną, zmywarka. Pralka w standardowym wyposażeniu. Opłaty i koszty: Czynsz administracyjny: ~420 zł miesięcznie, w tym ogrzewanie, woda, ścieki, wywóz śmieci. Atuty lokalizacji: Osiedle zamykane – szlaban zapewniający większe bezpieczeństwo. Dobrze rozwinięta infrastruktura: sklepy (Biedronka, Stokrotka, Lidl, Rossmann), placówki usługowe i handlowe. Dogodny dojazd – niedaleko strefa ekonomiczna, szybki dostęp do centrum handlowego “Korona”. W okolicy place zabaw, tereny zielone, dużo miejsc parkingowych dla mieszkańców. Dla kogo? Idealne dla singla, pary lub jako mieszkanie inwestycyjne pod wynajem. Dobre rozwiązanie dla osób ceniących komfort, spokój, a jednocześnie bliskość miejskiej infrastruktury. Zapraszam do kontaktu i obejrzenia mieszkania – to świetna okazja, mieszkanie gotowe do zamieszkania, w atrakcyjnej dzielnicy i z pełnym wyposażeniem.",mieszkania sprzedaż
19,3750390,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-buforowa-3-pokojowe-u2q1v4,wczoraj,2.0,Wrocław Krzyki,ul. Buforowa,Mieszkanie,3,48,True,749 000,15 475zł / m²,"Do sprzedaży mieszkanie bezpośrednio od właściciela. Składa się z trzech pokoi: salon z aneksem kuchennym, dwóch sypialni, przedpokoju oraz łazienki. Dodatkowo balkon. Meble kuchenne z zabudowie na zamówienie. Na wyposażeniu: zmywarka, płyta indukcyjna, piekarnik, lodówka zabudowana. W przedpokoju, sypialni oraz pokoju dziecięcym bardzo przestronne szafy, robione na wymiar. Łazienka wyposażona w pralko-suszarkę, blat z drewna. Meble wyposażone w systemy domykające, bateria wannowa z termostatem. Budynek z 2018 roku, wyposażony w windę i szerokie klatki schodowe oraz rolety zewnętrzne w każdym pomieszczeniu. W budynku znajduje się piekarnia Hert, Żabka, warzywniak oraz sklep zoologiczny. Blok bezpośrednio przy Nowej Zajezdni Autobusowej. Co ok. 7 minut kursują autobusy do centrum. Dodatkowo obligatoryjnie miejsce naziemne za szlabanem oraz komórka lokatorska w cenie za całość 30 000 zł. Oferta bezpośrednia od właściciela mieszkania, bez agencji nieruchomości. Prezentacje w niedziele po umówieniu telefonicznym. Możliwość przesłania więcej zdjęć na telefon komórkowy. Zapraszamy na prezentację.",mieszkania sprzedaż
20,3676600,https://adresowo.pl/o/mieszkanie-wroclaw-psie-pole-ul-jana-czochralskiego-3-pokojowe-x3y5b8,,15.0,Wrocław Psie Pole,ul. Jana Czochralskiego,Mieszkanie,3,51,True,719 037,14 199zł / m²,"Nowe mieszkanie 3-pokojowe o powierzchni 50,64 m² w inwestycji Nowe Promenady - etap 1 dewelopera TRU Development, na 2 piętrze pod adresem ul. Jana Czochralskiego, Wrocław Psie Pole. Planowany termin oddania to   roku. Nowe Promenady usytuowane są w doskonałej lokalizacji na północy Wrocławia, która zapewnia wygodne i spokojne życie w harmonii z naturą. Bliskość nadodrzańskich terenów rekreacyjnych oraz szybki dostęp do tętniącego życiem centrum miasta to gwarancja komfortu i niezliczonych możliwości. Tworzymy miejsce przemyślane i nowoczesne, które spełnia najwyższe standardy. Każdy detal został starannie zaplanowany, aby stworzyć idealne warunki do codziennego życia, pracy i relaksu. Nowe Promenady to ... więcej > Nowe Promenady usytuowane są w doskonałej lokalizacji na północy Wrocławia, która zapewnia wygodne i spokojne życie w harmonii z naturą. Bliskość nadodrzańskich terenów rekreacyjnych oraz szybki dostęp do tętniącego życiem centrum miasta to gwarancja komfortu i niezliczonych możliwości. Tworzymy miejsce przemyślane i nowoczesne, które spełnia najwyższe standardy. Każdy detal został starannie zaplanowany, aby stworzyć idealne warunki do codziennego życia, pracy i relaksu. Nowe Promenady to przestrzeń, w której można cieszyć się chwilami wytchnienia, a jednocześnie być blisko ważnych punktów miasta. Nasza inwestycja to odpowiedź na potrzeby zarówno singli, jak i rodzin. Komfortowe mieszkania, nowoczesne rozwiązania architektoniczne oraz dbałość o środowisko sprawiają, że Nowe Promenady to idealne miejsce do życia. Tutaj każdy znajdzie coś dla siebie – od przestronnych apartamentów, po przytulne kawalerki. Zapraszamy do odkrycia Nowych Promenad – miejsca, które stanie się Twoim domem i przestrzenią do realizacji marzeń. Zainwestuj w przyszłość, wybierając nowoczesne i komfortowe mieszkanie w sercu Wrocławia.",mieszkania sprzedaż
21,3460090,https://adresowo.pl/o/mieszkanie-wroclaw-krzyki-ul-jableczna-3-pokojowe-o7g8a5,ponad miesiąc temu,13.0,Wrocław Krzyki,ul. Jabłeczna,Mieszkanie,3,53,True,599 000,11 302zł / m²,"WROCŁAW, KRZYKI, GAJ, UL. JABŁECZNA Na sprzedaż 3 pokojowe mieszkanie z komórką lokatorską, na ostatnim, 11 piętrze, z panoramą na miasto. Mieszkanie o powierzchni 53,2 mkw, na którą składają się: 3 pokoje (jeden przechodni), oddzielna kuchnia, przedpokój, łazienka z wc. Z przestronnego salonu jest wyjście na spory taras. Obok mieszkania znajduje się komórka lokatorska i suszarnia. Sprzedaż spółdzielczo-własnościowego prawa do lokalu, z założoną księgą wieczystą. Zarządzane przez spółdzielnię Budowlani. Opłaty miesięczne to 930 zł, w tym ogrzewanie, zaliczki na wodę, gaz. Prąd jest na oddzielnym liczniku. Wszystkie media miejskie. Mieszkanie jest dwustronne, ekspozycja północ-południe. W pobliżu pełna infrastruktura, Centrum Handlowe Ferio Gaj , supermarkety (Biedronki, Lidl), szkoły, przedszkola, kościół. W pełni rozwinięta dzielnica, tętniąca życiem, oferująca wszystko niezbędne do mieszkania. Zapraszam na prezentację. BN Open House, tel: [numer] Bez prowizji. DODATKOWE INFORMACJE: Typ własności: spółdzielcze własnościowe Materiał budowlany: wielka płyta Standard: dobry Typ podłogi: panele Typ ścian: gładź gipsowa Rodzaj okien: PCV Łącze internetowe: tak Liczba linii telefonicznych: 1 Liczba sypialni: 3 Liczba pokoi: 3 Piętro: 11 Liczba pięter: 11 Ogrzewanie: miejskie Piwnica: tak Typ balkonu: duży Typ kuchni: widna Czynsz: 930 Typ łazienki: z wc Typ budynku: wieżowiec Głośność: ciche Klatka schodowa: czysta Typ parkingu: przy ulicy Stan lokalu: do odświeżenia Ekspozycja: północ - południe Domofon: tak Winda: tak Ostatnie piętro: tak Gaz w budynku: tak Wysokość: 250 DANE KONTAKTOWE: Open House Treść niniejszego ogłoszenia nie stanowi oferty handlowej w rozumieniu Kodeksu Cywilnego.",mieszkania sprzedaż
22,3446048,https://adresowo.pl/o/mieszkanie-wroclaw-srodmiescie-ul-jednosci-narodowej-4-pokojowe-y7d9j3,ponad miesiąc temu,27.0,Wrocław Śródmieście,ul. Jedności Narodowej,Mieszkanie,4,68,True,1 349 000,19 719zł / m²,"Jeżeli poszukujesz  gotowego w standardzie premium 4-pokojowego apartamentu w wyjątkowej lokalizacji w Browarach Wrocławskich, przy ul. Jedności Narodowej, gdzie tradycja dawnego Browaru Piastowskiego łączy się z nowoczesnością, oferując doskonałe warunki do życia, pracy i relaksu, to ta oferta sprzedaży jest dla Ciebie! Serdecznie polecam na sprzedaż wyjątkowy 4-pokojowy apartament o pow. 68,41 m 2 : - z dużym balkonem (10,29 m2) - miejscem postojowym w hali garażowej (w cenie !!!) - komórką lokatorską o pow. 4,51 m 2 (w cenie !!!)  Łączna powierzchnia użytkowa apartamentu z komórką lokatorską wynosi 72,92 m2. Nieruchomość składa się z: -  salonu z aneksem kuchennym o pow. 20,85 m2 . Bezpośrednio z salonu jest wyjście na duży  o pow. 10,29 m 2 zadaszony  balkon  z widokiem  na rzekę. Balkon posiada praktyczną  przesuwną szklaną obudowę, która chroni przed   dźwiękami, wiatrem oraz deszczem. - sypialni o pow. 10,81 m2 - sypialni  o pow. 9,25 m2 - sypialni o pow.   9,35 m2 - stylowej łazienki z wanną o pow. 4,44 m 2 - osobnej toalety o pow. 1,57 m2 - przedpokoju o pow. 12,14 m 2 Atuty: - apartament posiada salon z kuchnią, 3 sypialnie i 2 łazienki co sprawia, że jest bardzo komfortowy. -  wykonany z wysokiej jakości materiałów i stylowo wyposażony w meble oraz markowy sprzęt AGD. - lokalizacja w niepowtarzalnej inwestycji w Browarach Wrocławskich przy ul. Jedności Narodowej - nowoczesny i wykończony w wysokim standardzie monitorowany budynek z windą. - na terenie osiedla własna kajakowania, wewnętrzne Patio, sklepy, Club fitness, club mieszkańca chillout room, taras z własną szklarnią, place zabaw. - wspaniałe miejsce spacerowe nad brzegiem Odry. - blisko rynku 2,5 km, CH Korona i Pasaż Grunwaldzki w promieniu  3 km, Uniwersytet Medyczny ok 4 km. - bardzo dobre rozwiązania komunikacyjne, w pobliżu są przystanki tramwajowe i autobusowe, co ułatwia poruszanie się po mieście bez samochodu. CENA: 1 349 000 zł (z miejscem postojowym w hali garażowej i komórką lokatorską). Przeniesienie własności oraz wydanie mieszkania możliwe od stycznia 2026 r. Zapraszam na prezentację Justyna Semczuk tel.: [numer], tel..:[numer] e-mail: [email] CHATA Nieruchomości Informacje ze świadectwa charakterystyki energetycznej: Wskaźnik rocznego zapotrzebowania na energię użytkową (EU): 44.98 kWh/(m2 · rok). Wskaźnik rocznego zapotrzebowania na energię końcową (EK): 74.31 kWh/(m2 · rok). Wskaźnik rocznego zapotrzebowania na nieodnawialną energię pierwotną (EP): 70.95 kWh/(m2 · rok). Jednostkowa wielkość emisji CO2 (E CO2): 0.03 t CO2/(m2 · rok). Udział odnawialnych źródeł energii w rocznym zapotrzebowaniu na energię końcową (U OZE): 0.00 %.",mieszkania sprzedaż
23,3750300,https://adresowo.pl/o/mieszkanie-wroclaw-fabryczna-ul-kosmonautow-2-pokojowe-t2p8y4,wczoraj,20.0,Wrocław Fabryczna,ul. Kosmonautów,Mieszkanie,2,56,True,669 000,12 022zł / m²,"Na sprzedaż komfortowe mieszkanie na parterze. Posiada dwa pokoje, oddzielną kuchnię i balkon. W pełni wyposażone w nowoczesne sprzęty, takie jak: - pralka, - zmywarka, - czy piekarnik. Wnętrza utrzymane w stylu skandynawskim, jasne i przytulne. Lokalizacja jest świetnie skomunikowana. Blisko znajdziesz: - przedszkola, - szkoły, - sklepy, - i restauracje. Do najbliższego przystanku autobusowego dojdziesz w kilka minut. W pobliżu jest też duże centrum handlowe i stadion. Pośrednikom od nieruchomości dziękujemy.",mieszkania sprzedaż
